attempt_id,run_id,block,status,started_epoch,ended_epoch,elapsed_seconds,setup_seconds,epoch_seconds,gpu_peak_used_mib,retry_of,returncode,run_dir,log,error
attempt_011,GVP_GVP_ring1_lr0.0001_s42,GVP,completed,1789485211.9323065,1789485492.2853785,280.3530719280243,98.13606190681458,3.6443402004241943,821.0,,0,/content/metal_ring_pilot_v1/runs/GVP_GVP_ring1_lr0.0001_s42,/content/metal_ring_pilot_v1/logs/attempt_011.log,
attempt_012,GVP_GVP_ring0_lr0.0001_s43,GVP,completed,1789485549.1421378,1789485821.497458,272.3553202152252,92.78998160362244,3.5913067722320555,821.0,,0,/content/metal_ring_pilot_v1/runs/GVP_GVP_ring0_lr0.0001_s43,/content/metal_ring_pilot_v1/logs/attempt_012.log,
attempt_013,GVP_GVP_ring1_lr0.0001_s43,GVP,completed,1789485916.5818152,1789486194.9368908,278.35507559776306,97.56402325630188,3.6158210468292236,821.0,,0,/content/metal_ring_pilot_v1/runs/GVP_GVP_ring1_lr0.0001_s43,/content/metal_ring_pilot_v1/logs/attempt_013.log,
attempt_014,LATE_LATE_ring0_lr3e-05_s42,LATE,completed,1789486221.4294379,1789486527.8185632,306.38912534713745,107.57916045188904,3.976199297904968,823.0,,0,/content/metal_ring_pilot_v1/runs/LATE_LATE_ring0_lr3e-05_s42,/content/metal_ring_pilot_v1/logs/attempt_014.log,
attempt_015,LATE_LATE_ring1_lr3e-05_s42,LATE,completed,1789486608.1751468,1789486920.5787501,312.4036033153534,111.27115821838379,4.022648901939392,825.0,,0,/content/metal_ring_pilot_v1/runs/LATE_LATE_ring1_lr3e-05_s42,/content/metal_ring_pilot_v1/logs/attempt_015.log,
attempt_016,LATE_LATE_ring0_lr3e-05_s43,LATE,completed,1789486959.977328,1789487268.3690815,308.3917534351349,108.76771521568298,3.992480764389038,823.0,,0,/content/metal_ring_pilot_v1/runs/LATE_LATE_ring0_lr3e-05_s43,/content/metal_ring_pilot_v1/logs/attempt_016.log,
attempt_017,LATE_LATE_ring1_lr3e-05_s43,LATE,completed,1789487333.5565374,1789487647.9564521,314.3999147415161,112.3012228012085,4.041973838806152,823.0,,0,/content/metal_ring_pilot_v1/runs/LATE_LATE_ring1_lr3e-05_s43,/content/metal_ring_pilot_v1/logs/attempt_017.log,
attempt_018,LATE_LATE_ring0_lr0.0001_s42,LATE,completed,1789487674.877556,1789487983.2687771,308.39122104644775,107.2359516620636,4.023105387687683,823.0,,0,/content/metal_ring_pilot_v1/runs/LATE_LATE_ring0_lr0.0001_s42,/content/metal_ring_pilot_v1/logs/attempt_018.log,
attempt_019,LATE_LATE_ring1_lr0.0001_s42,LATE,completed,1789488018.8377774,1789488331.2419522,312.4041748046875,112.48246836662292,3.9984341287612915,825.0,,0,/content/metal_ring_pilot_v1/runs/LATE_LATE_ring1_lr0.0001_s42,/content/metal_ring_pilot_v1/logs/attempt_019.log,
attempt_020,LATE_LATE_ring0_lr0.0001_s43,LATE,completed,1789488383.1805804,1789488689.5725458,306.3919653892517,107.18739652633667,3.984091377258301,823.0,,0,/content/metal_ring_pilot_v1/runs/LATE_LATE_ring0_lr0.0001_s43,/content/metal_ring_pilot_v1/logs/attempt_020.log,
attempt_021,LATE_LATE_ring1_lr0.0001_s43,LATE,completed,1789488753.7053316,1789489066.1098115,312.40447998046875,112.3493640422821,4.001102318763733,823.0,,0,/content/metal_ring_pilot_v1/runs/LATE_LATE_ring1_lr0.0001_s43,/content/metal_ring_pilot_v1/logs/attempt_021.log,
